iter	RMSE
177	0.000212863548
178	0.0002110832927
179	0.0002108873343
180	0.000209466456
181	0.0002066321562
182	0.0002053392407
183	0.0002027193934
184	0.0002015321318
185	0.0002013696657
186	0.0001928837267
187	0.0001908675224
188	0.0001867465623
189	0.0001850418335
190	0.00018493524
191	0.0001839354438
192	0.0001830261694
193	0.0001815010147
194	0.0001800981523
195	0.0001792826857
196	0.0001776467076
197	0.0001761535317
198	0.0001751140364
199	0.0001743037026
200	0.000174218177
201	0.0001729135196
202	0.0001720623616
203	0.0001712736145
204	0.0001704650188
205	0.0001697381925
206	0.0001689934004
207	0.0001679290004
208	0.0001673401681
209	0.0001668069791
210	0.0001662950082
211	0.00016554538
212	0.0001648649653
213	0.0001642469783
214	0.0001636863678
215	0.0001632007374
216	0.0001626805178
217	0.0001622276126
218	0.0001618166722
219	0.0001613169911
220	0.0001603420308
221	0.000159843901
222	0.0001594768263
223	0.0001590106947
224	0.0001585875493
225	0.0001582034727
226	0.0001578557413
227	0.0001574616244
228	0.0001571051933
229	0.0001567823513
230	0.0001564138065
231	0.0001503960245
232	0.0001500332847
233	0.0001497051886
234	0.0001494246117
235	0.0001491104195
236	0.000148840085
237	0.0001485387397
238	0.0001482780631
239	0.0001480411001
240	0.0001472471198
241	0.0001465253399
242	0.0001462738062
243	0.0001460044299
244	0.0001453546852
245	0.0001450931888
246	0.0001444838351
247	0.0001442682846
248	0.0001440732386
249	0.000143786662
250	0.0001432529016
251	0.000143077514
252	0.0001429191134
253	0.00014261195
254	0.0001426050056
255	0.0001373896963
256	0.0001371237837
257	0.0001369624952
258	0.0001365194835
259	0.0001362502072
260	0.0001358323609
261	0.000135698543
262	0.0001354252941
263	0.0001351780407
264	0.0001349535495
265	0.0001347498548
266	0.000134565556
267	0.0001344000697
268	0.0001342482512
269	0.0001341136267
270	0.0001339884526
271	0.00013348246
272	0.0001333560527
273	0.0001333061675
274	0.00013319583
275	0.0001326787623
276	0.0001322293191
277	0.000131801291
278	0.0001316583662
279	0.0001312716346
280	0.0001312266347
281	0.0001310773923
282	0.0001307164733
283	0.0001305660005
284	0.0001304299632
285	0.0001300715702
286	0.0001297287801
287	0.0001294333411
288	0.0001292641984
289	0.0001289814425
290	0.0001288145805
291	0.0001285433932
292	0.0001282980718
293	0.0001281186827
294	0.0001278814836
295	0.0001277053436
296	0.000127459303
297	0.0001272509687
298	0.0001270467906
299	0.0001268753641
300	0.0001267202796
301	0.000126492689
302	0.00012633864
303	0.0001261160499
304	0.000125915146
305	0.0001241027613
306	0.0001240629771
307	0.000123884085
308	0.0001237011875
309	0.0001235257949
310	0.0001233671439
311	0.0001231762669
312	0.000123020604
313	0.0001228342182
314	0.0001226572864
315	0.0001224775112
316	0.0001223268547
317	0.0001206390338
318	0.0001204877025
319	0.0001203389291
320	0.0001201554101
321	0.0001199803318
322	0.0001198336693
323	0.0001197008114
324	0.0001195799335
325	0.0001194700683
326	0.0001193608871
327	0.0001191544532
328	0.0001189610372
329	0.0001187917313
330	0.0001186399795
331	0.0001185065353
332	0.0001183858658
333	0.0001182766779
334	0.0001181774566
335	0.0001180882698
336	0.000117895532
337	0.0001177233554
338	0.0001175660284
339	0.0001174531141
340	0.0001173506835
341	0.0001171861537
342	0.0001156254516
343	0.0001155146885
344	0.0001153682775
345	0.0001152351463
346	0.0001151143874
347	0.0001149855763
348	0.0001148692458
349	0.0001147528373
350	0.0001146560791
351	0.0001145605624
352	0.0001144752748
353	0.0001144038487
354	0.000114225448
355	0.0001141504091
356	0.0001139788499
357	0.0001139036001
358	0.0001125255116
359	0.0001124593375
360	0.0001124007668
361	0.0001123469902
362	0.0001121519341
363	0.0001119748601
364	0.0001118079411
365	0.0001117339426
366	0.0001115740121
367	0.0001114344437
368	0.0001113499834
369	0.0001088615803
370	0.0001087909146
371	0.0001087270472
372	0.0001085630764
373	0.0001084960691
374	0.0001083431625
375	0.0001082046865
376	0.0001080799442
377	0.0001079668433
378	0.0001078723274
379	0.0001077564935
380	0.0001076561781
381	0.0001075646859
382	0.0001074529022
383	0.0001051287747
384	0.0001050359863
385	0.0001049510643
386	0.0001048379572
387	0.0001047542296
388	0.0001046780706
389	0.0001045601303
390	0.0001044535174
391	0.0001023011586
392	0.0001022234462
393	0.0001021533505
394	0.0001020908244
395	0.0001020329241
396	0.0001019000724
397	9.816390114e-05
398	9.810879598e-05
399	9.805889708e-05
400	9.801356097e-05
401	9.797399891e-05
402	9.78315651e-05
403	9.778678122e-05
404	9.774804843e-05
405	9.771199867e-05
406	9.739876958e-05
407	9.726535452e-05
408	9.714625911e-05
409	9.703789599e-05
410	9.693949563e-05
411	9.687632602e-05
412	9.681865201e-05
413	9.499166615e-05
414	9.493874038e-05
415	9.482498703e-05
416	9.477616056e-05
417	9.472942311e-05
418	9.461625313e-05
419	9.451345079e-05
420	9.282829843e-05
421	9.273171211e-05
422	9.117282447e-05
423	9.107805833e-05
424	8.910564612e-05
425	8.905385928e-05
426	8.900651163e-05
427	8.89635483e-05
428	8.887084036e-05
429	8.878645855e-05
430	8.870956189e-05
431	8.864012841e-05
432	8.857543236e-05
433	8.851117167e-05
434	8.672710651e-05
435	8.548715991e-05
436	8.543873354e-05
437	8.539546251e-05
438	8.535502988e-05
439	8.422020038e-05
440	8.414150265e-05
441	8.406899852e-05
442	8.353116748e-05
443	8.346219211e-05
444	8.339979122e-05
445	8.334328514e-05
446	8.195381752e-05
447	8.190669221e-05
448	8.18640764e-05
449	8.181111371e-05
450	8.17924906e-05
451	8.175225381e-05
452	8.17153925e-05
453	8.168224302e-05
454	8.168141917e-05
455	8.168122516e-05
456	8.165130787e-05
457	8.158690829e-05
458	8.063316929e-05
459	8.062057581e-05
460	8.058782527e-05
461	8.058684489e-05
462	8.055733941e-05
463	7.938797492e-05
464	7.933187695e-05
465	7.930445891e-05
466	7.925078837e-05
467	7.922340894e-05
468	7.917209123e-05
469	7.912560515e-05
470	7.912483886e-05
471	7.912393033e-05
472	7.908221092e-05
473	7.904877072e-05
474	7.901776956e-05
475	7.901695571e-05
476	7.898962608e-05
477	7.896468946e-05
478	7.896378781e-05
479	7.792156372e-05
480	7.790093469e-05
481	7.785207889e-05
482	7.785180453e-05
483	7.785159802e-05
484	7.78306111e-05
485	7.781157251e-05
486	7.686381689e-05
487	7.686340455e-05
488	7.686313861e-05
489	7.667474168e-05
490	7.665672831e-05
491	7.66410302e-05
492	7.664069456e-05
493	7.662634195e-05
494	7.662605721e-05
495	7.661263417e-05
496	7.66124603e-05
497	7.66007859e-05
498	7.65954128e-05
499	7.65851273e-05
500	7.657565022e-05
501	7.656729382e-05
502	7.656483112e-05
503	7.656461214e-05
504	7.656453415e-05
505	7.655717254e-05
506	7.655055429e-05
507	7.654439754e-05
508	7.654441254e-05
509	7.570053711e-05
510	7.570051283e-05
511	7.569563108e-05
512	7.569105547e-05
513	7.56910585e-05
514	7.551302624e-05
515	7.550734761e-05
516	7.55074054e-05
517	7.550742365e-05
518	7.550234385e-05
519	7.550151037e-05
520	7.550137652e-05
521	7.549688041e-05
522	7.549293163e-05
523	7.549305028e-05
524	7.548935079e-05
525	7.548600101e-05
526	7.548414807e-05
527	7.548128186e-05
528	7.541262454e-05
529	7.541260626e-05
530	7.541264281e-05
531	7.54090612e-05
532	7.540593629e-05
533	7.540311583e-05
534	7.540062729e-05
535	7.540069126e-05
536	7.540070953e-05
537	7.539840368e-05
538	7.539824224e-05
539	7.533197573e-05
540	7.516219009e-05
541	7.500808165e-05
542	7.500811533e-05
543	7.500168498e-05
544	7.500177685e-05
545	7.499626163e-05
546	7.499112883e-05
547	7.499125746e-05
548	7.4986645e-05
549	7.498241819e-05
550	7.49787272e-05
551	7.497522594e-05
552	7.497214728e-05
553	7.496922167e-05
554	7.496914814e-05
555	7.490808547e-05
556	7.490462077e-05
557	7.490472502e-05
558	7.400148405e-05
559	7.399750203e-05
560	7.399730339e-05
561	7.399713579e-05
562	7.39970613e-05
563	7.399675092e-05
564	7.328861912e-05
565	7.32884593e-05
566	7.3285081e-05
567	7.323603424e-05
568	7.323591194e-05
569	7.323168444e-05
570	7.322800243e-05
571	7.322787697e-05
572	7.322784875e-05
573	7.322788011e-05
574	7.318140618e-05
575	7.318127437e-05
576	7.317666709e-05
577	7.317250522e-05
578	7.316868212e-05
579	7.316553686e-05
580	7.280420936e-05
581	7.28043103e-05
582	7.280166037e-05
583	7.280149632e-05
584	7.279905135e-05
585	7.27967041e-05
586	7.279662838e-05
587	7.073032559e-05
588	7.072763368e-05
589	7.06828269e-05
590	7.067926232e-05
591	7.067599002e-05
592	7.06730328e-05
593	7.067055644e-05
594	7.053928588e-05
595	7.053637177e-05
596	7.053624478e-05
597	7.053347056e-05
598	7.05311163e-05
599	7.04096364e-05
600	7.040951897e-05
601	7.040636789e-05
602	7.040365379e-05
603	7.040355593e-05
604	7.029163227e-05
605	7.029157346e-05
606	7.02880021e-05
607	7.028793022e-05
608	7.028460703e-05
609	7.02817183e-05
610	7.027898632e-05
611	7.017321369e-05
612	7.017317769e-05
613	7.017311223e-05
614	7.007727485e-05
615	7.007232582e-05
616	7.00676944e-05
617	6.951502193e-05
618	6.951137764e-05
619	6.951130164e-05
620	6.950814288e-05
621	6.950809331e-05
622	6.950517232e-05
623	6.950247921e-05
624	6.950016603e-05
625	6.949798495e-05
626	6.949591948e-05
627	6.940679457e-05
628	6.940390902e-05
629	6.932246852e-05
630	6.932246189e-05
631	6.931883067e-05
632	6.931862193e-05
633	6.924350947e-05
634	6.924350947e-05
635	6.924338675e-05
636	6.924339338e-05
637	6.924327397e-05
638	6.917551382e-05
639	6.911445327e-05
640	6.911430041e-05
641	6.905895941e-05
642	6.900863299e-05
643	6.900845327e-05
644	6.900852649e-05
645	6.900861303e-05
646	6.900859971e-05
647	6.900857642e-05
648	6.896279594e-05
649	6.896289585e-05
650	6.892174046e-05
651	6.892185376e-05
652	6.888443487e-05
653	6.888476161e-05
654	6.888507835e-05
655	6.885186595e-05
656	6.883474826e-05
657	6.883506523e-05
658	6.883505856e-05
659	6.88032841e-05
660	6.880312721e-05
661	6.880344099e-05
662	6.836089241e-05
663	6.836110407e-05
664	6.836130565e-05
665	6.836150387e-05
666	6.833463486e-05
667	6.831109397e-05
668	6.831132259e-05
669	6.831154113e-05
670	6.829009764e-05
671	6.82902927e-05
672	6.829030279e-05
673	6.829044404e-05
674	6.829058529e-05
675	6.827146993e-05
676	6.827146993e-05
677	6.827147329e-05
678	6.827164149e-05
679	6.827181643e-05
680	6.82718097e-05
681	6.827197454e-05
682	6.827213601e-05
683	6.825454316e-05
684	6.825468449e-05
685	6.825481572e-05
686	6.823830218e-05
687	6.822375403e-05
688	6.822388532e-05
689	6.8224057e-05
690	6.821104794e-05
691	6.821120956e-05
692	6.821136781e-05
693	6.821153616e-05
694	6.821169441e-05
695	6.819966634e-05
696	6.818843778e-05
697	6.818858598e-05
698	6.818873418e-05
699	6.818887901e-05
700	6.817932964e-05
701	6.814763028e-05
702	6.813746503e-05
703	6.813745492e-05
704	6.813745829e-05
705	6.812836355e-05
706	6.812000935e-05
707	6.812000261e-05
708	6.811987449e-05
709	6.773790473e-05
710	6.773792508e-05
711	6.73885239e-05
712	6.738190154e-05
713	6.738194244e-05
714	6.70653959e-05
715	6.706015609e-05
716	6.706017322e-05
717	6.703376593e-05
718	6.703376593e-05
719	6.703380704e-05
720	6.702866414e-05
721	6.700403371e-05
722	6.699839489e-05
723	6.69753445e-05
724	6.696924714e-05
725	6.694759327e-05
726	6.694761385e-05
727	6.694133213e-05
728	6.694133213e-05
729	6.694133899e-05
730	6.694134585e-05
731	6.694134585e-05
732	6.69356297e-05
733	6.691404389e-05
734	6.691403702e-05
735	6.691402673e-05
736	6.691402673e-05
737	6.691402673e-05
738	6.691401986e-05
739	6.691404389e-05
740	6.691403359e-05
741	6.69078208e-05
742	6.69025412e-05
743	6.690252747e-05
744	6.690251373e-05
745	6.690249657e-05
746	6.69025e-05
747	6.688109924e-05
748	6.688111298e-05
749	6.688109237e-05
750	6.688112328e-05
751	6.660756698e-05
752	6.66023084e-05
753	6.659786329e-05
754	6.659788053e-05
755	6.659788053e-05
756	6.659359721e-05
757	6.659359032e-05
758	6.659007931e-05
759	6.656987535e-05
760	6.655189808e-05
761	6.653560393e-05
762	6.653559358e-05
763	6.653558667e-05
764	6.653558667e-05
765	6.629430376e-05
766	6.628090901e-05
767	6.627552056e-05
768	6.62754963e-05
769	6.627549283e-05
770	6.627546857e-05
771	6.627544085e-05
772	6.627057526e-05
773	6.626620147e-05
774	6.604902738e-05
775	6.604502492e-05
776	6.604180122e-05
777	6.60418047e-05
778	6.60281535e-05
779	6.60157937e-05
780	6.601215802e-05
781	6.600822291e-05
782	6.600822291e-05
783	6.600822291e-05
784	6.600821595e-05
785	6.600820551e-05
786	6.600819856e-05
787	6.600818464e-05
788	6.600817072e-05
789	6.60081568e-05
790	6.600813593e-05
791	6.599484318e-05
792	6.599487102e-05
793	6.598390076e-05
794	6.598392164e-05
795	6.597959499e-05
796	6.597959151e-05
797	6.596906085e-05
798	6.59596149e-05
799	6.595962883e-05
800	6.595511951e-05
801	6.594616611e-05
802	6.594614521e-05
803	6.594616262e-05
804	6.594614521e-05
805	6.594161058e-05
806	6.594162103e-05
807	6.594163148e-05
808	6.594165238e-05
809	6.594165586e-05
810	6.593725677e-05
811	6.593360283e-05
812	6.593362025e-05
813	6.593363418e-05
814	6.593364811e-05
815	6.593366901e-05
816	6.592407516e-05
817	6.592046229e-05
818	6.592047971e-05
819	6.592048668e-05
820	6.592050758e-05
821	6.592052152e-05
822	6.591666108e-05
823	6.591344155e-05
824	6.591031595e-05
825	6.590753519e-05
826	6.590503658e-05
827	6.590285502e-05
828	6.590286896e-05
829	6.590130767e-05
830	6.588843955e-05
831	6.588627835e-05
832	6.588473061e-05
833	6.588474107e-05
834	6.588295624e-05
835	6.588172915e-05
836	6.58817675e-05
837	6.588178144e-05
838	6.588179538e-05
839	6.588056129e-05
840	6.588057175e-05
841	6.587924003e-05
842	6.587787341e-05
843	6.587788387e-05
844	6.587789433e-05
845	6.587790478e-05
846	6.587707853e-05
847	6.587708898e-05
848	6.586386394e-05
849	6.586246911e-05
850	6.586247608e-05
851	6.586135671e-05
852	6.586136368e-05
853	6.586137066e-05
854	6.586138112e-05
855	6.586139158e-05
856	6.586139507e-05
857	6.586049188e-05
858	6.585934109e-05
859	6.585838905e-05
860	6.585839603e-05
861	6.364754315e-05
862	6.346531425e-05
863	6.344087519e-05
864	6.343924606e-05
865	6.343777258e-05
866	6.327509473e-05
867	6.327536696e-05
868	6.327438694e-05
869	6.326420103e-05
870	6.326296307e-05
871	6.326195744e-05
872	6.32619647e-05
873	6.326122408e-05
874	6.325157346e-05
875	6.325170417e-05
876	6.325037883e-05
877	6.312202248e-05
878	6.312210616e-05
879	6.312103643e-05
880	6.298631283e-05
881	6.298521891e-05
882	6.298442034e-05
883	6.297626632e-05
884	6.297632467e-05
885	6.297632832e-05
886	6.297518317e-05
887	6.297523058e-05
888	6.296773556e-05
889	6.296777933e-05
890	6.296107135e-05
891	6.295974354e-05
892	6.29597253e-05
893	6.295867469e-05
894	6.295865645e-05
895	6.283891883e-05
896	6.283778946e-05
897	6.283667103e-05
898	6.283602774e-05
899	6.283535154e-05
900	6.283463514e-05
901	6.283406493e-05
902	6.283352031e-05
903	6.272529837e-05
904	6.272514825e-05
905	6.272512994e-05
906	6.272510797e-05
907	6.272505671e-05
908	6.272506403e-05
909	6.272506403e-05
910	6.272484434e-05
911	6.2724848e-05
912	6.272485166e-05
913	6.262665616e-05
914	6.262619775e-05
915	6.262592636e-05
916	6.26259557e-05
917	6.262587502e-05
918	6.253689348e-05
919	6.253679065e-05
920	6.04518217e-05
921	6.045149117e-05
922	6.045113973e-05
923	6.036968163e-05
924	6.036926505e-05
925	6.036941342e-05
926	6.036919657e-05
927	6.036889982e-05
928	6.036860307e-05
929	6.036874194e-05
930	5.971375699e-05
931	5.970491779e-05
932	5.9704285e-05
933	5.970365027e-05
934	5.9703004e-05
935	5.969838372e-05
936	5.969011748e-05
937	5.968993279e-05
938	5.968600029e-05
939	5.968229457e-05
940	5.968127478e-05
941	5.968123245e-05
942	5.968119589e-05
943	5.968014145e-05
944	5.968006256e-05
945	5.967916781e-05
946	5.967555211e-05
947	5.967231531e-05
948	5.967140312e-05
949	5.753520894e-05
950	5.753510316e-05
951	5.75343507e-05
952	5.753428483e-05
953	5.753412515e-05
954	5.75306501e-05
955	5.753063214e-05
956	5.752995547e-05
957	5.752692332e-05
958	5.752706106e-05
959	5.752723273e-05
960	5.746291952e-05
961	5.746206019e-05
962	5.745370605e-05
963	5.745294652e-05
964	5.745292254e-05
965	5.745291854e-05
966	5.739521504e-05
967	5.739453878e-05
968	5.739393453e-05
969	5.739346033e-05
970	5.738604274e-05
971	5.738602473e-05
972	5.738556847e-05
973	5.737881231e-05
974	5.73760804e-05
975	5.737517774e-05
976	5.732467622e-05
977	5.728274706e-05
978	5.727754861e-05
979	5.496840125e-05
980	5.493500499e-05
981	5.493292502e-05
982	5.493281632e-05
983	5.493091187e-05
984	5.493079271e-05
985	5.492912861e-05
986	5.492898227e-05
987	5.492886937e-05
988	5.492494724e-05
989	5.492136355e-05
990	5.492128828e-05
991	5.491979953e-05
992	5.491970753e-05
993	5.491637025e-05
994	5.49153707e-05
995	5.491524523e-05
996	5.491215863e-05
997	5.490944411e-05
998	5.490817255e-05
999	5.490675666e-05
